price,title,location,land_size_m2,building_size_m2,link
Rp 985 Juta,Rumah Bagus 4 Kamar Pesona Mutiara Tidar Malang Gmk03985,"Malang Kota, Malang",210,150,https://www.rumah123.com/properti/malang-malang-kota/rumah-bagus-4-kamar-pesona-mutiara-tidar-malang-gmk03985-hos41391350/
Rp 850 Juta,Rumah Minimalis Ampeldento Pakis Malang Gmk03983,"Pakis, Malang",108,54,https://www.rumah123.com/properti/malang-pakis/rumah-minimalis-ampeldento-pakis-malang-gmk03983-hos41390342/
"Rp 3,49 Miliar",Rumah Kost Baru Strategis Tlogomas Lowokwaru Malang Gmk03981,"Lowokwaru, Malang",116,500,https://www.rumah123.com/properti/malang-lowokwaru/rumah-kost-baru-strategis-tlogomas-lowokwaru-malang-gmk03981-hos41390558/
"Rp 1,9 Miliar",Rumah Bagus Semi Furnish Greenland Tidar Malang Gmk03984,"Malang Kota, Malang",120,150,https://www.rumah123.com/properti/malang-malang-kota/rumah-bagus-semi-furnish-greenland-tidar-malang-gmk03984-hos41390959/
"Rp 2,5 Miliar",Full Furnish Di Citra Garden,"Kedungkandang, Malang",180,186,https://www.rumah123.com/properti/malang-kedungkandang/full-furnish-di-citra-garden-hos40518556/
"Rp 2,4 Miliar",Banyak Kamar di Puncak Dieng Cocok untuk Kost Dekat Ub,"Dieng, Malang",250,220,https://www.rumah123.com/properti/malang-dieng/banyak-kamar-di-puncak-dieng-cocok-untuk-kost-dekat-ub-hos39942504/
Rp 2 Miliar,Jual Cepat Dekat Pasar Blimbing dan Sabililah,"Blimbing, Malang",258,300,https://www.rumah123.com/properti/malang-blimbing/jual-cepat-dekat-pasar-blimbing-dan-sabililah-hos40889920/
"Rp 3,75 Miliar",Ada Kolam Renang Pribadi di Villa Agro,"Batu, Malang",722,234,https://www.rumah123.com/properti/malang-batu/murah-ada-kolam-renang-pribadi-di-villa-agro-hos5942944/
"Rp 2,6 Miliar",Rumah Terawat Super Nyaman di Araya Malang,"Araya, Malang",200,160,https://www.rumah123.com/properti/malang-araya/rumah-terawat-super-nyaman-di-araya-malang-hos40747071/
"Rp 2,1 Miliar",Rumah Murah Semi Furnish di Araya Depan Malang,"Araya, Malang",264,136,https://www.rumah123.com/properti/malang-araya/rumah-semi-furnish-araya-malang-kawasan-elit-hos41118705/
"Rp 3,95 Miliar",Rumah Mewah Termurah Jalan Kembar di Araya Golf Malang,"Araya, Malang",360,200,https://www.rumah123.com/properti/malang-araya/rumah-mewah-2-lantai-di-araya-golf-malang-hos41125756/
"Rp 6,9 Miliar",Rumah Premium Nego Sampai Deal Di Bukit Dieng Malang,"Dieng, Malang",450,435,https://www.rumah123.com/properti/malang-dieng/rumah-premium-nego-sampai-deal-di-bukit-dieng-malang-hos38945309/
"Rp 2,3 Miliar",Rumah Baru Klasik Siap Huni di Cluster Golf Araya Malang,"Araya, Malang",210,350,https://www.rumah123.com/properti/malang-araya/rumah-klasik-hook-siap-huni-di-araya-malang-hos41226938/
"Rp 4,5 Miliar",Rumah Furnish Premium di Boulevard Greenwood Golf Araya Malang,"Araya, Malang",240,280,https://www.rumah123.com/properti/malang-araya/rumah-furnish-premium-di-boulevard-greenwood-golf-araya-malang-hos41245984/
"Rp 1,1 Miliar",Rumah Lingkungan Aman Nyaman di Candi Mendut Malang,"Lowokwaru, Malang",150,120,https://www.rumah123.com/properti/malang-lowokwaru/rumah-lingkungan-aman-nyaman-di-candi-mendut-malang-hos41167753/
"Rp 2,65 Miliar",Rumah Baru Termurah View Cantik di Citraland Puncak Tidar Malang,"Tidar, Malang",194,90,https://www.rumah123.com/properti/malang-tidar/rumah-baru-selangkah-ke-ma-chung-di-citraland-puncak-tidar-malang-hos40654229/
Rp 995 Juta,Dijual Murah Rumah Siap Huni di Suhat Dekat Ub dan Polinema,"Lowokwaru, Malang",112,80,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-cantik-siap-huni-di-suhat-dekat-ub-dan-polinema-hos41269655/
"Rp 3,5 Miliar",Rumah Kost 24 Kamar Bunga Merak Soekarno Hatta Dkt Kampus Ub,"Lowokwaru, Malang",299,350,https://www.rumah123.com/properti/malang-lowokwaru/rumah-kost-24-kamar-bunga-merak-soekarno-hatta-dkt-kampus-ub-hos40469805/
Rp 875 Juta,Rumah 2Lt 3Kamar 2Km Furnish 15Menit ke Ub Polinema Um,"Soekarno Hatta, Malang",62,85,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-2lt-3kamar-2km-furnish-15menit-ke-ub-polinema-um-hos41347554/
Rp 385 Juta,Rumah 1Lt 2Kamar 1Km Unfurnish Dekat Binus Bandara Tol Pakis,"Pakis, Malang",69,50,https://www.rumah123.com/properti/malang-pakis/rumah-1lt-2kamar-1km-unfurnish-dekat-binus-bandara-tol-pakis-hos41368401/
Rp 850 Juta,Rumah 1Lt 2Kt 1Km Unfurnish Dekat Pj Global Unmer Mcp Mog,"Dieng, Malang",98,70,https://www.rumah123.com/properti/malang-dieng/rumah-1lt-2kt-1km-unfurnish-dekat-pj-global-unmer-mcp-mog-hos41368963/
Rp 250 Juta,Rumah Primary Subsidi 1Lt 2Kamar 1Km Dekat Pasar dan Tol Pakis,"Pakis, Malang",60,30,https://www.rumah123.com/properti/malang-pakis/rumah-primary-subsidi-1lt-2kamar-1km-dekat-pasar-dan-tol-pakis-hos41372316/
Rp 15 Miliar,Rumah Vintage 1Lt 6Kt 3Km Unfurnish Klojen Dekat Rs Hermina Bank,"Klojen, Malang",635,300,https://www.rumah123.com/properti/malang-klojen/rumah-vintage-1lt-6kt-3km-unfurnish-klojen-dekat-rs-hermina-bank-hos41375252/
Rp 8 Miliar,Rumah Strategis Dekat Pusat Kota di Ijen Malang,"Klojen, Malang",427,350,https://www.rumah123.com/properti/malang-klojen/rumah-strategis-dekat-pusat-kota-di-ijen-malang-hos39200503/
"Rp 1,4 Miliar",Di Jual Rumah Palm Regency Karangploso Malang Jawa Timur,"Karangploso, Malang",171,175,https://www.rumah123.com/properti/malang-karangploso/di-jual-rumah-palm-regency-karangploso-malang-jawa-timur-hos41354441/
Rp 385 Juta,Rumah Kota Malang Siap Huni dengan Harga Murah,"Malang Kota, Malang",70,80,https://www.rumah123.com/properti/malang-malang-kota/rumah-kota-malang-siap-huni-dengan-harga-murah-hos41354191/
Rp 450 Juta,Rumah di Karanglo Indah Malang Jual Cepat Murah,"Singosari, Malang",84,60,https://www.rumah123.com/properti/malang-singosari/rumah-di-karanglo-indah-malang-jual-cepat-murah-hos40190757/
Rp 385 Juta,Rumah 1 Lantai Kota Malang Free Full Furnished,"Malang Kota, Malang",70,80,https://www.rumah123.com/properti/malang-malang-kota/rumah-1-lantai-kota-malang-free-full-furnished-hos41354243/
Rp 385 Juta,Hunian Full Furnished SHM Bebas Banjir,"Malang Kota, Malang",70,80,https://www.rumah123.com/properti/malang-malang-kota/hunian-full-furnished-shm-bebas-banjir-hos41354224/
Rp 385 Juta,Investasi Hunian Minimalis dengan Legalitas Aman di Kota Malang,"Malang Kota, Malang",70,80,https://www.rumah123.com/properti/malang-malang-kota/investasi-hunian-minimalis-dengan-legalitas-aman-di-kota-malang-hos41354148/
"Rp 2,5 Miliar",Araya Malang 2lt Siap Huni,"Araya, Malang",162,120,https://www.rumah123.com/properti/malang-araya/araya-malang-2lt-siap-huni-hos39809253/
"Rp 2,6 Miliar",Citra garden malang 2lt siap huni,"Buring, Malang",225,300,https://www.rumah123.com/properti/malang-buring/citra-garden-malang-2lt-siap-huni-hos17233869/
Rp 850 Juta,Rumah 3 Kamar Tidur Siap Huni Area Janti Kota Malang,"Sukun, Malang",102,90,https://www.rumah123.com/properti/malang-sukun/rumah-3-kamar-tidur-siap-huni-area-janti-kota-malang-hos39592885/
"Rp 3,5 Miliar",Rumah Besar Bangunan Lama Terawat Daerah Bunga Dekat Unibraw,"Lowokwaru, Malang",469,300,https://www.rumah123.com/properti/malang-lowokwaru/rumah-besar-bangunan-lama-terawat-daerah-bunga-dekat-unibraw-hos40163386/
"Rp 1,7 Miliar",Rumah 2 Lantai Dekat Universitas Merdeka Malang,"Dieng, Malang",135,170,https://www.rumah123.com/properti/malang-dieng/rumah-2-lantai-dekat-universitas-merdeka-malang-hos40920914/
Rp 975 Juta,Rumah Baru Renovasi Siap Huni di Sulfat Malabg,"Sulfat, Malang",116,75,https://www.rumah123.com/properti/malang-sulfat/rumah-baru-renovasi-siap-huni-di-sulfat-malabg-hos41207418/
Rp 2 Miliar,Rumah Besar Murah Dekat Pintu Tol Sawojajar,"Sawojajar, Malang",300,238,https://www.rumah123.com/properti/malang-sawojajar/rumah-besar-murah-dekat-pintu-tol-sawojajar-hos41282274/
"Rp 2,15 Miliar",Rumah Cantik Siap Huni dengan 5 Kamar di Area Pulau-Pulau,"Klojen, Malang",253,200,https://www.rumah123.com/properti/malang-klojen/rumah-cantik-siap-huni-dengan-5-kamar-tidur-di-daerah-klojen-hos18692627/
Rp 675 Juta,Turun Harga!! Rumah 1 Lantai di Sulfat,"Sulfat, Malang",109,90,https://www.rumah123.com/properti/malang-sulfat/rumah-1-lantai-di-sulfat-agung-hos19396737/
Rp 4 Miliar,RUMAH HITUNG TANAH di JALAN CILIWUNG,"Blimbing, Malang",414,375,https://www.rumah123.com/properti/malang-blimbing/rumah-hitung-tanah-di-jalan-ciliwung-hos19416429/
"Rp 2,2 Miliar",Rumah Full Furnished di Araya,"Araya, Malang",120,118,https://www.rumah123.com/properti/malang-araya/rumah-full-furnished-di-araya-hos17457090/
"Rp 5,9 Miliar",Rumah di Raya Greenwood Golf Malang,"Araya, Malang",300,520,https://www.rumah123.com/properti/malang-araya/rumah-di-raya-greenwood-golf-malang-hos16711282/
Rp 900 Juta,Jual Cepat!!! Rumah di Daerah Sukun,"Sukun, Malang",226,200,https://www.rumah123.com/properti/malang-sukun/jual-cepat-rumah-di-daerah-sukun-hos40501001/
"Rp 1,9 Miliar",TURUN HARGA!!! RUMAH BARU 2 LANTAI di PONDOK BLIMBING INDAH,"Araya, Malang",144,180,https://www.rumah123.com/properti/malang-araya/turun-harga-rumah-baru-2-lantai-di-pondok-blimbing-indah-hos38830976/
"Rp 2,3 Miliar",Rumah 2 Lantai di Tidar,"Tidar, Malang",236,266,https://www.rumah123.com/properti/malang-tidar/rumah-2-lantai-di-tidar-hos18183343/
"Rp 3,5 Miliar",Rumah Modern Minimalis Full Furnished Siap Huni Di Vpt,"Villa Puncak Tidar, Malang",172,220,https://www.rumah123.com/properti/malang-villa-puncak-tidar/rumah-modern-minimalis-full-furnished-siap-huni-di-vpt-hos18136283/
"Rp 3,5 Miliar",RUMAH 2 LANTAI di VILLA PUNCAK TIDAR,"Villa Puncak Tidar, Malang",300,350,https://www.rumah123.com/properti/malang-villa-puncak-tidar/rumah-2-lantai-di-villa-puncak-tidar-hos18100432/
Rp 15 Miliar,RUMAH HOOK KLASIK di DAERAH GUNUNG-GUNUNG KOTA MALANG,"Klojen, Malang",557,350,https://www.rumah123.com/properti/malang-klojen/rumah-hook-klasik-di-daerah-gununggunung-kota-malang-hos15957507/
Rp 11 Miliar,Revisi Harga!!! Rumah Hook Lokasi Strategis Tengah Kota Malang,"Klojen, Malang",683,384,https://www.rumah123.com/properti/malang-klojen/revisi-harga-rumah-hook-lokasi-strategis-tengah-kota-malang-hos15705754/
Rp 17 Miliar,Istana dieng malang,"Sukun, Malang",712,718,https://www.rumah123.com/properti/malang-sukun/istana-dieng-malang-hos14268891/
"Rp 16,5 Miliar",Dr Cipto Nol Jalan Raya Kota Malang,"Malang Kota, Malang",1041,900,https://www.rumah123.com/properti/malang-malang-kota/dr-cipto-nol-jalan-raya-kota-malang-hos18856354/
"Rp 2,3 Miliar",Rumah 2 Lantai banyak kamar di jl. Bunga Merak Soehat,"Lowokwaru, Malang",142,240,https://www.rumah123.com/properti/malang-lowokwaru/rumah-2-lantai-banyak-kamar-di-jl-bunga-merak-soehat-hos10310211/
Rp 20 Miliar,Rumah Klasik Kolonial Jalan Gunung gunung Malang,"Klojen, Malang",937,500,https://www.rumah123.com/properti/malang-klojen/rumah-klasik-kolonial-jalan-gunung-gunung-malang-hos19010752/
Rp 800 Juta,Rumah Bonus Kitchen Set di Puri Cempaka Putih Malang,"Kedungkandang, Malang",107,80,https://www.rumah123.com/properti/malang-kedungkandang/rumah-bonus-kitchen-set-di-puri-cempaka-putih-malang-hos19017503/
"Rp 2,5 Miliar",Rumah Full Furnish Siap Huni di Dieng Atas Malang,"Dieng, Malang",126,220,https://www.rumah123.com/properti/malang-dieng/rumah-full-furnish-siap-huni-di-dieng-atas-malang-hos19017533/
Rp 750 Juta,"Rumah Dieng Malang, Murah Dekat Pusat Kota","Dieng, Malang",76,60,https://www.rumah123.com/properti/malang-dieng/rumah-dieng-malang-murah-dekat-pusat-kota-hos19017556/
"Rp 1,55 Miliar",Rumah Full Furnish Minimalis Modern di Borobudur Agung Malang,"Blimbing, Malang",117,132,https://www.rumah123.com/properti/malang-blimbing/rumah-full-furnish-minimalis-modern-di-borobudur-agung-malang-hos16839399/
"Rp 1,4 Miliar",Bukit Sentul Village Lawang Malang,"Lawang, Malang",157,58,https://www.rumah123.com/properti/malang-lawang/bukit-sentul-village-lawang-malang-hos38896616/
"Rp 4,7 Miliar",Bengkel Ahass Aktif Di Malang Kota,"Blimbing, Malang",265,300,https://www.rumah123.com/properti/malang-blimbing/bengkel-ahass-aktif-di-malang-kota-hos18374623/
"Rp 1,2 Miliar","Rumah Kos 2 Lantai di Jl. Joyoagung, 5 Menit ke Unbraw","Merjosari, Malang",75,130,https://www.rumah123.com/properti/malang-merjosari/rumah-kos-2-lantai-di-jl-joyoagung-5-menit-ke-unbraw-hos41344660/
"Rp 1,2 Miliar",Dijual Rumah Kost di Kota Malang Dekat Kampus,"Merjosari, Malang",75,130,https://www.rumah123.com/properti/malang-merjosari/dijual-rumah-kost-di-kota-malang-dekat-kampus-hos41352199/
"Rp 1,4 Miliar",Dijual rumah siap huni strategis dekat pasar dan sma 10 sawojajar,"Sawojajar, Malang",120,120,https://www.rumah123.com/properti/malang-sawojajar/dijual-rumah-siap-huni-strategis-dekat-pasar-dan-sma-10-sawojajar-hos40592351/
Rp 899 Juta,Rumah 2 lantai full furnished siap huni area tidar malang,"Tidar, Malang",84,140,https://www.rumah123.com/properti/malang-tidar/rumah-2-lantai-full-furnished-siap-huni-area-tidar-malang-hos39814879/
Rp 550 Juta,Rumah Minimalis Dijual Ampeldento Pakis Dekat Exit Tol,"Pakis, Malang",88,60,https://www.rumah123.com/properti/malang-pakis/rumah-minimalis-dijual-ampeldento-pakis-dekat-exit-tol-hos17478146/
Rp 430 Juta,Rumah minimalis siap huni strategis dekat exit tol kedungkandang,"Kedungkandang, Malang",65,40,https://www.rumah123.com/properti/malang-kedungkandang/rumah-minimalis-siap-huni-strategis-dekat-exit-tol-kedungkandang-hos40378319/
Rp 850 Juta,Rumah 2 Lantai Siap Huni Area Jl Danau Maninjau Sawojajar,"Sawojajar, Malang",84,168,https://www.rumah123.com/properti/malang-sawojajar/rumah-2-lantai-siap-huni-area-jl-danau-maninjau-sawojajar-hos41381463/
"Rp 1,7 Miliar",Rumah Siap Huni Tinggal Bawa Koper di Cengger Ayam,"Lowokwaru, Malang",150,225,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huni-tinggal-bawa-koper-di-cengger-ayam-hos41380525/
Rp 925 Juta,"Rumah Modern Classic 1,5 LT Sawojajar Malang - Carport 2 Mobil,Shm","Sawojajar, Malang",102,150,https://www.rumah123.com/properti/malang-sawojajar/rumah-modern-classic-15-lt-sawojajar-malang-carport-2-mobilshm-hos41380673/
"Rp 3,4 Miliar",Jual Rumah Type Scandinavian Araya Malang,"Malang Kota, Malang",200,179,https://www.rumah123.com/properti/malang-malang-kota/jual-rumah-type-scandinavian-araya-malang-hos41120216/
Rp 625 Juta,Dijual Rumah Baru American Classic Sawojajar Malang,"Sawojajar, Malang",60,65,https://www.rumah123.com/properti/malang-sawojajar/dijual-rumah-baru-american-classic-sawojajar-malang-hos41356608/
"Rp 2,5 Miliar",Rumah di Green Orchid Soekarno Hatta Dkt Permata Jingga,"Lowokwaru, Malang",120,107,https://www.rumah123.com/properti/malang-lowokwaru/rumah-di-green-orchid-soekarno-hatta-dkt-permata-jingga-hos41388366/
"Rp 1,9 Miliar",Dijual Rumah Nol Jalan Raya Madyopuro Kota Malang-Jatim,"Malang Kota, Malang",190,120,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-nol-jalan-raya-madyopuro-kota-malangjatim-hos39533774/
Rp 1 Miliar,Dijual Rumah Citra Garden City By Ciputra Group Malang Jatim,"Malang Kota, Malang",96,50,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-citra-garden-city-by-ciputra-group-malang-jatim-hos40215327/
Rp 10 Miliar,Rumah Di Kota Malang,"Klojen, Malang",1100,400,https://www.rumah123.com/properti/malang-klojen/rumah-di-kota-malang-hos19525220/
Rp 1 Miliar,Rumah Strategis Dekat Exit Tol dan Area Kuliner Sawojajar,"Sawojajar, Malang",162,100,https://www.rumah123.com/properti/malang-sawojajar/rumah-strategis-dekat-area-kuliner-sawojajar-dan-exit-tol-hos41175473/
Rp 4 Miliar,Rumah di Kota Malang,"Blimbing, Malang",405,290,https://www.rumah123.com/properti/malang-blimbing/rumah-di-kota-malang-hos41333755/
"Rp 1,05 Miliar",Rumah Full Furnish Terawat Di Sawojajar Malang,"Sawojajar, Malang",135,200,https://www.rumah123.com/properti/malang-sawojajar/rumah-full-furnish-terawat-di-sawojajar-malang-hos40535473/
"Rp 1,62 Miliar",Rumah Baru 2 Lantai - Grand Permata Jingga Malang | Cluster Elit | One Gate System | Siap Huni,"Sawojajar, Malang",130,88,https://www.rumah123.com/properti/malang-sawojajar/rumah-baru-2-lantai-grand-permata-jingga-malang-cluster-elit-one-gate-system-siap-huni-hos40895747/
Rp 485 Juta,Rumah Siap Huni Sawojajar - Dekat Exit Tol | Bangunan Baru | Harga Menarik,"Sawojajar, Malang",69,46,https://www.rumah123.com/properti/malang-sawojajar/rumah-siap-huni-sawojajar-dekat-exit-tol-bangunan-baru-harga-menarik-hos40895564/
"Rp 1,35 Miliar",Dijual Rumah Tirtasani Malang Semi Furnished,"Malang Kota, Malang",180,95,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-tirtasani-malang-semi-furnished-hos40387093/
Rp 999 Juta,Dijual Rumah 2 Lantai Fasilitas Pool Dekat Jatim Park Malang,"Malang Kota, Malang",82,82,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-2-lantai-fasilitas-pool-dekat-jatim-park-malang-hos40450518/
"Rp 1,65 Miliar",Dijual Cepat Rumah 2 Lantai Lokasi Strategis,"Blimbing, Malang",85,170,https://www.rumah123.com/properti/malang-blimbing/dijual-cepat-rumah-2-lantai-lokasi-strategis-hos40459282/
Rp 800 Juta,Dijual Rumah Perum Sekarpuro Malang Selangkah Ke Toll Madya,"Malang Kota, Malang",81,120,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-perum-sekarpuro-malang-selangkah-ke-toll-madya-hos17597837/
Rp 650 Juta,Rumah Terawat Strategis Dekat Pusat oleh oleh Kota Batu Malang,"Batu, Malang",81,70,https://www.rumah123.com/properti/malang-batu/rumah-terawat-strategis-dekat-pusat-oleh-oleh-kota-batu-malang-hos40977583/
Rp 6 Miliar,Rumah Mewah 3 Lantai View 360' Keren di Villa Puncak Tidar Malang,"Tidar, Malang",275,600,https://www.rumah123.com/properti/malang-tidar/rumah-mewah-3-lantai-view-360-keren-di-villa-puncak-tidar-malang-hos41121762/
"Rp 3,5 Miliar","Rumah Istana Dieng Timur Bandulan Sukun Malang, Jawa Timur","Sukun, Malang",200,175,https://www.rumah123.com/properti/malang-sukun/rumah-istana-dieng-timur-bandulan-sukun-malang-jawa-timur-hos40774721/
Rp 950 Juta,"Rumah Siap Huni Dekat Suhat di Lowokwaru, Malang Kota","Lowokwaru, Malang",105,105,https://www.rumah123.com/properti/malang-lowokwaru/rumah-siap-huni-dekat-suhat-di-lowokwaru-malang-kota-hos41392508/
"Rp 4,7 Miliar",Rumah Raya Graha Golf Araya Malang Mewah Strategis,"Araya, Malang",375,450,https://www.rumah123.com/properti/malang-araya/rumah-raya-graha-golf-araya-malang-mewah-strategis-hos40371946/
"Rp 1,8 Miliar",Rumah Citra Garden Malang The Peak Furnish,"Malang Kota, Malang",160,240,https://www.rumah123.com/properti/malang-malang-kota/rumah-citra-garden-malang-the-peak-furnish-hos40934517/
"Rp 1,5 Miliar",Rumah di Lowokwaru Dua Lantai Siap Huni Dekat Ub dan Uin,"Lowokwaru, Malang",96,125,https://www.rumah123.com/properti/malang-lowokwaru/rumah-di-lowokwaru-dua-lantai-siap-huni-dekat-ub-dan-uin-hos41320093/
"Rp 1,97 Miliar",Rumah Riverside Siap Huni Dijual Murah Dijual Cepat,"Lowokwaru, Malang",180,300,https://www.rumah123.com/properti/malang-lowokwaru/rumah-riverside-siap-huni-dijual-murah-dijual-cepat-hos41341455/
"Rp 1,75 Miliar",Dijual Rumah di Kalpataru Dekat dengan Poros Suhat,"Lowokwaru, Malang",100,150,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-di-kalpataru-dekat-dengan-poros-suhat-hos41341729/
"Rp 1,6 Miliar",Dijual Cepat Harga Murah Rumah di Jalan Bunga Bunga Dekat Ub,"Lowokwaru, Malang",189,189,https://www.rumah123.com/properti/malang-lowokwaru/dijual-cepat-harga-murah-rumah-di-jalan-bunga-bunga-dekat-ub-hos41281556/
"Rp 1,3 Miliar",Dijual Rumah Borobudur Lowokwaru Dekat Ub dan Widyagama,"Lowokwaru, Malang",138,170,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-borobudur-lowokwaru-dekat-ub-dan-widyagama-hos41378191/
Rp 500 Juta,Rumah Siap Huni Dijual Daerah Mulyorejo Dekat Dieng Kota Malang,"Dieng, Malang",72,50,https://www.rumah123.com/properti/malang-bandulan/rumah-siap-huni-dijual-daerah-mulyorejo-dekat-dieng-kota-malang-hos40056872/
"Rp 1,9 Miliar",Rumah Permata Jingga 2 Lantai Siap Huni Cantik Minimalis Dekat Ub,"Soekarno Hatta, Malang",90,180,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-permata-jingga-2-lantai-siap-huni-cantik-minimalis-dekat-ub-hos40171665/
"Rp 2,2 Miliar",Dijual Rumah 2 Lantai Siap Huni di Sukun Kota Malang,"Sukun, Malang",223,250,https://www.rumah123.com/properti/malang-sukun/dijual-murah-rumah-mewah-2-lantai-siap-huni-di-sukun-malang-hos40679275/
Rp 670 Juta,Rumah 2 Lantai Luas 110 M2 Dekat Cybermall Dieng Kota Malang,"Lowokwaru, Malang",95,110,https://www.rumah123.com/properti/malang-mulyorejo/dijual-cepat-rumah-siap-huni-tentu-letaknya-strategis-di-mulyorejo-malang-hos40659554/
Rp 475 Juta,Dijual Rumah Luas 110 M2 di Bandulan Kota Malang 5 Menit ke Dieng,"Malang Kota, Malang",110,72,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-luas-110-m2-di-bandulan-kota-malang-5-menit-ke-dieng-hos40835504/
